a	/ɑ/
akademie	/ɑkaːdeːmiː/
akademien	/ɑkaːdeːmiːən/
akademiker	/ɑkaːdeːmikɐ/
akademikerin	/ɑkaːdeːmikəʀin/
akademikerinnen	/ɑkaːdeːmikəʀinən/
akaf	/ɑkaːf/
akeef	/ɑkeːf/
akafen	/ɑkaːfən/
akaaft	/ɑkaːft/
akafskierfchen	/ɑkaːfskiːɐfɕən/
akafskierwercher	/ɑkaːfskiːɐvɐɕɐ/
akafskuerf	/ɑkaːfskuəf/
akafskierf	/ɑkaːfskiːɐf/
akafspräis	/ɑkaːfspʀæːɪs/
akafspräisser	/ɑkaːfspʀæːɪsɐ/
akafsweenchen	/ɑkaːfsveːnɕən/
akafsweenercher	/ɑkaːfsveːnɐɕɐ/
akafszenter	/ɑkaːfstsæntɐ/
akafszentren	/ɑkaːfstsæntʀən/
akalkuléieren	/ɑkaːlkulɜɪəʀən/
akalkuléiert	/ɑkaːlkulɜɪɐt/
akasséieren	/ɑkɑsɜɪəʀən/
akasséiert	/ɑkɑsɜɪɐt/
akaul	/ɑkɑʊl/
akaulen	/ɑkɑʊlən/
akelleren	/ɑkæləʀən/
agekellert	/ɑgekælɐt/
aker	/ɑkɐ/
akeren	/aːkəʀən/
akerbau	/ɑkɐbæːʊ/
geakert	/geaːkɐt/
akerland	/ɑkɐlɑnt/
akkont	/ɑkɑ̃ː/
akkonten	/ɑkɑ̃ːən/
akkord	/ɑkɔːʀ/
akkorden	/ɑkɔʀdən/
akkordeon	/ɑkɔʀdeːɑ̃ː/
akkordeonen	/ɑkɔʀdeːɑ̃ːən/
akkordeonist	/ɑkɔːʀdeːonist/
akkordeonisten	/ɑkɔːʀdeːonistən/
akkordeonistin	/ɑkɔːʀdeːonistin/
akkordeonistinnen	/ɑkɔːʀdeːonistinən/
akku	/ɑkuː/
akkuen	/ɑkuːən/
akkusativ	/ɑkuːsɑtiːf/
akkusativen	/ɑkuːsaːtiːvən/
aklang	/ɑklɑŋ/
aklank	/ɑklɑŋk/
aklappen	/ɑklɑpən/
ageklappt	/ɑgəklɑpt/
aklasséieren	/ɑklɑsɜɪəʀən/
aklasséiert	/ɑklɑsɜɪɐt/
akleeden	/ɑkleːdən/
agekleet	/ɑgəkleːt/
aklemmen	/ɑklæmən/
ageklemmt	/ɑgəklæmt/
aknuppen	/ɑknupən/
ageknuppt	/ɑgeknupt/
akommes	/ɑkoməs/
akrämpen	/ɑkʀæmpən/
agekrämpt	/ɑgəkʀæmpt/
akreesen	/ɑkʀeːzən/
agekreest	/ɑgəkʀeːæst/
akribesch	/ɑkʀibəʃ/
akribie	/ɑkʀibiː/
akrobat	/ɑkʀobaːt/
akrobaten	/ɑkʀobaːtən/
akrobatesch	/ɑkʀobaːtəʃ/
akrobatik	/ɑkʀobaːtik/
akrobatin	/ɑkʀobaːtin/
akrobatinnen	/ɑkʀobaːtinən/
akt	/ɑkt/
akten	/ɑktən/
aktie	/ɑksjə/
aktien	/ɑksjən/
aktiecours	/ɑksjəkuːɐ/
aktiecoursen	/ɑksjəkuːəʀən/
aktiegesellschaft	/ɑksjəgəzælʃɑft/
aktiegesellschaften	/ɑksjəgəzælʃɑftən/
aktionär	/ɑksjoːnɛːʀ/
aktionären	/ɑksjoːnɛːʀən/
aktionärin	/ɑksjoːnɛːʀin/
aktionärinnen	/ɑksjoːnɛːʀinən/
aktionärsversammlung	/ɑksjoːnɛːʀsfɐzɑmluŋ/
aktionärsversammlungen	/ɑksjoːnɛːʀsfɐzɑmluŋən/
aktioun	/ɑksjəʊn/
aktiounen	/ɑksjəʊnən/
aktiounsplang	/ɑksjəʊnsplɑŋ/
aktiounspläng	/ɑksjəʊnsplæŋ/
aktiounsprogramm	/ɑksjəʊnspʀogʀɑm/
aktiounsprogrammen	/ɑksjəʊnspʀogʀɑmən/
aktiv	/ɑktiːf/
aktivéieren	/ɑktivɜɪəʀən/
aktivéiert	/ɑktivɜɪɐt/
aktivismus	/ɑktivismus/
aktivist	/ɑktivist/
aktivisten	/ɑktivistən/
aktivistin	/ɑktivistin/
aktivistinnen	/ɑktivistinən/
aktivitéit	/ɑktivitɜɪt/
aktivitéiten	/ɑktivitɜɪtən/
aktualiséieren	/ɑktwaːlizɜɪəʀən/
aktualiséiert	/ɑktwaːlizɜɪɐt/
aktualiséierung	/ɑktwaːlizɜɪəʀuŋ/
aktualiséierungen	/ɑktwaːlizɜɪəʀuŋən/
aktualitéit	/ɑktwaːlitɜɪt/
aktualitéiten	/ɑktwaːlitɜɪtən/
aktuell	/ɑktwæl/
akupunktur	/ɑkupuŋktuːʀ/
akustesch	/ɑkustəʃ/
akustik	/ɑkustik/
akustiken	/ɑkustikən/
akut	/ɑkuːt/
akzent	/ɑktsænt/
akzenter	/ɑktsæntɐ/
akzeptabel	/ɑktsæptaːbəl/
akzeptanz	/ɑktsæptɑnts/
akzeptéieren	/ɑktsæptɜɪəʀən/
akzeptéiert	/ɑktsæptɜɪɐt/
al	/aːl/
aläert	/ɑlɛːɐt/
alafen	/ɑlaːfən/
agelaf	/ɑgəlaːf/
alarm	/ɑlaːʀm/
alarmanlag	/ɑlaːʀmɑnlaːχ/
alarmanlagen	/ɑlaːʀmɑnlaːʁən/
alarmant	/ɑlaːʀmɑnt/
alarméieren	/ɑlaːʀmɜɪəʀən/
alarméiert	/ɑlaːʀmɜɪɐt/
alauden	/ɑlɑʊdən/
agelaut	/ɑgəlæːʊt/
albaner	/ɑlbɑnɐ/
albanerin	/ɑlbɑnəʀin/
albanerinnen	/ɑlbɑnəʀinən/
albanesch	/ɑlbɑnəʃ/
albanien	/ɑlbɑnjən/
album	/ɑlbum/
albumen	/ɑlbumən/
aleeden	/ɑleːdən/
ageleet	/ɑgəleːt/
aleedung	/ɑleːduŋ/
aleedungen	/ɑleːduŋən/
aleeën	/ɑleːən/
ageluecht	/ɑgəluəɕt/
aléisen	/ɑlɜɪzən/
ageléist	/ɑgəlɜɪst/
alenken	/ɑlæŋkən/
agelenkt	/ɑgəlæŋkt/
alertéieren	/ɑlæʀtɜɪəʀən/
alertéiert	/ɑlæʀtɜɪɐt/
alg	/ɑlɕ/
algen	/ɑlʑən/
algeresch	/ɑlʒeːʀəʃ/
algerien	/ɑlʒeːʀjən/
algerier	/ɑlʒeːʀiːɐ/
algerierin	/ɑlʒeːʀiəʀin/
algerierinnen	/ɑlʒeːʀiəʀinən/
alibi	/aːlibiː/
alibien	/aːlibiːən/
aliewen	/ɑliəvən/
agelieft	/ɑgəliəft/
aliichten	/ɑliːɕtən/
ageliicht	/ɑgəliːɕt/
alimentatioun	/ɑliːmɑ̃ːntatsjəʊn/
alimenten	/ɑliːmæntən/
alimenter	/ɑliːmæntɐ/
aliwweren	/ɑlivəʀən/
ageliwwert	/ɑgelivɐt/
alkohol	/ɑlkohoːl/
alkoholen	/ɑlkohoːlən/
alkoholiker	/ɑlkohoːlikɐ/
alkoholikerin	/ɑlkohoːlikəʀin/
alkoholikerinnen	/ɑlkohoːlikəʀinən/
alkoholiséiert	/ɑlkohoːlizɜɪɐt/
alkoholismus	/ɑlkohoːlismus/
alkoholkontroll	/ɑlkohoːlkontʀol/
alkoholkontrollen	/ɑlkohoːlkontʀolən/
alkoholtest	/ɑlkohoːltæst/
alkoholtester	/ɑlkohoːltæstɐ/
all	/ɑl/
alldag	/ɑldaːχ/
alldeeglech	/ɑldeːɕləɕ/
allee	/ɑleː/
alleeën	/ɑleːən/
alleguer	/ɑləguːɐ/
alleguerten	/ɑləguːɐtən/
allem	/ɑləm/
allen	/ɑlən/
allënster	/ɑlənstɐ/
aller	/ɑlɐ/
allerbescht	/ɑlɐbəʃt/
allerbuer	/ɑlɐbuːɐ/
allerdéngs	/ɑlɐdeŋs/
allergesch	/ɑlæʀʒəʃ/
allergie	/ɑlæʀʒiː/
allergien	/ɑlæʀʒiːən/
allergiker	/ɑlæʀʒikɐ/
allergikerin	/ɑlæʀʒikəʀin/
allergikerinnen	/ɑlæʀʒikəʀinən/
allerhand	/ɑlɐhɑnt/
allerhellegen	/ɑlɐhæləʑən/
allerhellegevakanz	/ɑlɐhæləʑəvɑkɑnts/
allerhellegevakanzen	/ɑlɐhæləʑəvɑkɑntsən/
allerlee	/ɑlɐleː/
retour	/ʀətuːʀ/
retouren	/ʀətuːʀən/
allerséilen	/ɑlɐzɜɪlən/
alles	/ɑləs/
allgemeng	/ɑlgəmæŋ/
allgemengbildung	/ɑlgəmæŋbilduŋ/
allgemengheet	/ɑlgəmæŋheːt/
allgemengheeten	/ɑlgəmæŋheːtən/
allheelmëttel	/ɑlheːlmətəl/
allianz	/ɑljɑnts/
allianzen	/ɑljɑntsən/
alliéiert	/ɑljɜɪɐt/
alljäerlech	/ɑljɛːɐləɕ/
alljoers	/ɑljoːɐs/
allkéiers	/ɑlkɜɪɐs/
allmächteg	/ɑlmæɕtəɕ/
allméiglech	/ɑlmɜɪʑləɕ/
allocatioun	/ɑlokatsjəʊn/
allocatiounen	/ɑlokatsjəʊnən/
allokatioun	/ɑlokatsjəʊn/
allokatiounen	/ɑlokatsjəʊnən/
allür	/ɑlyːʀ/
allüren	/ɑlyːʀən/
allure	/ɑlyːʀə/
alluren	/ɑlyːʀən/
allusioun	/ɑlusjəʊn/
allusiounen	/ɑlusjəʊnən/
allzäit	/ɑltsæːɪt/
allze	/ɑltsə/
almosen	/ɑlmoːzən/
almoudesch	/aːlməʊdəʃ/
aloggen	/ɑlogən/
ageloggt	/ɑgəloːχɕt/
aloossen	/ɑloːsən/
agelooss	/ɑgəloːs/
alphabet	/ɑlfabeːt/
alphabeten	/ɑlfabeːtən/
alphabetesch	/ɑlfabeːtəʃ/
alphabetisatioun	/ɑlfabeːtizatsjəʊn/
alphabetiséieren	/ɑlfabeːtizɜɪəʀən/
alphabetiséiert	/ɑlfabeːtizɜɪɐt/
alphabetiséierung	/ɑlfabeːtizɜɪəʀuŋ/
alpinist	/ɑlpinist/
alpinisten	/ɑlpinistən/
alpinistin	/ɑlpinistin/
alpinistinnen	/ɑlpinistinən/
alrodeschhaff	/ɑlʀoːdəʃhɑf/
als	/ɑls/
alschent	/ɑlʃənt/
also	/ɑlzoː/
alstad	/aːlʃtaːt/
alstied	/aːlʃtiət/
alt	/ɑlt/
alten	/ɑltən/
altbausanéierung	/ɑltbæːʊzɑnɜɪəʀuŋ/
altbausanéierungen	/ɑltbæːʊzɑnɜɪəʀuŋən/
alter	/ɑltɐ/
älter	/æltɐ/
älteren	/æltəʀən/
alternativ	/ɑltɛɐnaːtiːf/
alternativen	/ɑltɛɐnaːtiːvən/
alternative	/ɑltɛɐnaːtiːvə/
altersgrenz	/ɑltɐsgʀænts/
altersheem	/ɑltɐsheːm/
altersheemer	/ɑltɐsheːmɐ/
altersheim	/ɑltɐshɑɪm/
altersheimer	/ɑltɐshɑɪmɐ/
altertum	/ɑltɐtum/
altess	/ɑltæs/
altessen	/ɑltæsən/
altesse	/ɑltæsə/
altor	/ɑltoːʀ/
altär	/ɑltɛːʀ/
altwis	/ɑltviː/
alueden	/ɑluədən/
agelueden	/ɑgəluədən/
aluedung	/ɑluəduŋ/
aluedungen	/ɑluəduŋən/
aluminium	/ɑluminjum/
alzeng	/ɑltseŋ/
am	/ɑm/
amaachen	/ɑmaːχən/
agemaach	/ɑgemaːχ/
amaachglas	/ɑmaːχglaːs/
amaachglieser	/ɑmaːχgliəzɐ/
amaachglieschen	/ɑmaːχgliəsjən/
amaachgliesercher	/ɑmaːχgliəzɐɕɐ/
amant	/ɑmɑ̃ː/
amanten	/ɑmɑ̃ːən/
amarsch	/ɑmaːʀʃ/
amärsch	/ɑmɛːɐʃ/
amarschéieren	/ɑmaːʀʃɜɪəʀən/
amarschéiert	/ɑmaːʀʃɜɪɐt/
amateur	/ɑmɑtœːʀ/
amateuren	/ɑmɑtœːʀən/
amateurin	/ɑmɑtœːʀin/
amateurinnen	/ɑmɑtœːʀinən/
amateurismus	/ɑmɑtœːʀismus/
amatrice	/ɑmɑtʀis/
amatricen	/ɑmɑtʀisən/
amaueren	/ɑmɑʊəʀən/
agemauert	/ɑgemɑʊɐt/
ambassade	/ɑ̃ːmbɑsaːt/
ambassaden	/ɑ̃ːmbɑsaːdən/
ambassadeur	/ɑ̃ːmbɑsɑdœːʀ/
ambassadeuren	/ɑ̃ːmbɑsɑdœːʀən/
ambassadrice	/ɑ̃ːmbɑsaːdʀis/
ambassadricen	/ɑ̃ːmbɑsaːdʀisən/
amber	/ɑ̃ːmbɐ/
ambiance	/ɑ̃ːmbiɑ̃ːs/
ambiancen	/ɑ̃ːmbiɑ̃ːsən/
ambigu	/ɑ̃ːmbigyː/
ambiguitéit	/ɑ̃ːmbigyːitɜɪt/
ambiguitéiten	/ɑ̃ːmbigyːitɜɪtən/
ambitiéis	/ɑ̃ːmbisjɜɪs/
ambitioun	/ɑ̃ːmbisjəʊn/
ambitiounen	/ɑ̃ːmbisjəʊnən/
amboss	/ɑmbos/
ambossen	/ɑmbosən/
ambulant	/ɑmbulɑnt/
ambulanz	/ɑmbulɑnts/
ambulanzen	/ɑmbulɑntsən/
ameis	/ɑmɑɪs/
ameisen	/ɑmɑɪzən/
amelioratioun	/ɑmeljoʀatsjəʊn/
amelioratiounen	/ɑmeljoʀatsjəʊnən/
amen	/aːmən/
amenagéieren	/ɑmenaʒɜɪəʀən/
amenagéiert	/ɑmenaʒɜɪɐt/
amenagement	/ɑmenaʒəmænt/
amenagementer	/ɑmenaʒəmæntɐ/
amendéieren	/ɑmɑ̃ːndɜɪəʀən/
amendéiert	/ɑmɑ̃ːndɜɪɐt/
amendement	/ɑmɑ̃ːndəmɑ̃ː/
amendementen	/ɑmɑ̃ːndəmɑ̃ːən/
ament	/ɑmænt/
amenter	/ɑmæntɐ/
amerika	/ɑmeːʀikaː/
amerikaner	/ɑmeːʀikaːnɐ/
amerikanerin	/ɑmeːʀikaːnəʀin/
amerikanerinnen	/ɑmeːʀikaːnəʀinən/
amerikanesch	/ɑmeːʀikaːnəʃ/
amëschen	/ɑməʃən/
agemëscht	/ɑgəməʃt/
ameséieren	/ɑməzɜɪəʀən/
ameséiert	/ɑməzɜɪɐt/
amicale	/ɑmikɑl/
amicallen	/ɑmikɑlən/
aminosaier	/ɑmiːnoːzɑɪɐ/
aminosaieren	/ɑmiːnoːzɑɪəʀən/
ammoniak	/ɑmoːniaːk/
amnesie	/ɑmnesiː/
amnestie	/ɑmnæstiː/
amnestien	/ɑmnæstiːən/
amok	/aːmok/
amoklaf	/ɑmoklaːf/
amokleef	/ɑmokleːf/
amokleefer	/ɑmokleːfɐ/
amokleeferin	/ɑmokleːfəʀin/
amokleeferinnen	/ɑmokleːfəʀinən/
amortiséieren	/ɑmɔʀtizɜɪəʀən/
amortiséiert	/ɑmɔʀtizɜɪɐt/
ampère	/ɑ̃ːpɛːʀ/
ampèremeter	/ɑ̃ːpɛːʀmeːtɐ/
ampèremeteren	/ɑ̃ːpɛːʀmeːtəʀən/
amplaz	/ɑmplaːts/
ampull	/ɑmpul/
ampullen	/ɑmpulən/
amputéieren	/ɑmputɜɪəʀən/
amputéiert	/ɑmputɜɪɐt/
amstand	/ɑmʃtɑnt/
amt	/ɑmt/
ämter	/æmtɐ/
amtlech	/ɑmtləɕ/
amtszäit	/ɑmtstsæːɪt/
amtszäiten	/ɑmtstsæːɪtən/
amusant	/ɑmuzɑnt/
amüsant	/ɑmysɑnt/
amuséieren	/ɑmuzɜɪəʀən/
amuséiert	/ɑmuzɜɪɐt/
amusement	/ɑmuzəmænt/
amusementer	/ɑmuzəmæntɐ/
an	/ɑn/
anachronismus	/ɑnɑkʀonismus/
anachronismen	/ɑnɑkʀonismən/
anachronistesch	/ɑnɑkʀonistəʃ/
anal	/ɑnaːl/
analog	/ɑnaloːk/
analogie	/ɑnaloʒiː/
analogien	/ɑnaloʒiːən/
analphabet	/ɑnalfabeːt/
analphabeten	/ɑnalfabeːtən/
analphabetin	/ɑnalfabeːtin/
analphabetinnen	/ɑnalfabeːtinən/
analys	/ɑnaliːs/
analysen	/ɑnaliːzən/
analyse	/ɑnaliːzə/
analyséieren	/ɑnaliːzɜɪəʀən/
analyséiert	/ɑnaliːzɜɪɐt/
analytiker	/ɑnalitikɐ/
analytikerin	/ɑnalitikəʀin/
analytikerinnen	/ɑnalitikəʀinən/
ananas	/ɑnanaːs/
ananassen	/ɑnanaːsən/
anarchie	/ɑnaʀɕiə/
anarchist	/ɑnaʀɕist/
anarchisten	/ɑnaʀɕistən/
anarchistesch	/ɑnaʀɕistəʃ/
anarchistin	/ɑnaʀɕistin/
anarchistinnen	/ɑnaʀɕistinən/
anäscheren	/ɑnæʃəʀən/
ageäschert	/ɑgeæʃɐt/
anäscherung	/ɑnæʃəʀuŋ/
anäscherungen	/ɑnæʃəʀuŋən/
anästhesie	/ɑnæsteziː/
anästhesien	/ɑnæsteziːən/
anästhesist	/ɑnæstesist/
anästhesisten	/ɑnæstesistən/
anästhesistin	/ɑnæstesistin/
anästhesistinnen	/ɑnæstesistinən/
anatomie	/ɑnatomiː/
anatomien	/ɑnatomiːən/
anchecken	/ɑ̃ːʃækən/
agecheckt	/ɑgetʃækt/
anchois	/ɑ̃ːʃwɑ/
anchoisen	/ɑ̃ːʃwɑən/
anciennetéit	/ɑ̃ːsjænətɜɪt/
andacht	/ɑndɑχt/
andachten	/ɑndɑχtən/
andächteg	/ɑndæɕtəɕ/
andämmen	/ɑndæmən/
agedämmt	/ɑgədæmt/
andauernd	/ɑndɑʊɐnt/
andecken	/ɑndækən/
agedeckt	/ɑgədækt/
andeelen	/ɑndeːlən/
agedeelt	/ɑgədeːlt/
andeelung	/ɑndeːluŋ/
andeelungen	/ɑndeːluŋən/
andeem	/ɑndeːm/
andeems	/ɑndeːms/
andorra	/ɑndoʀaː/
andorraner	/ɑndoʀaːnɐ/
andorranerin	/ɑndoʀaːnəʀin/
andorranerinnen	/ɑndoʀaːnəʀinən/
andorranesch	/ɑndoʀaːnəʃ/
andrécken	/ɑndʀekən/
agedréckt	/ɑgədʀekt/
andréien	/ɑndʀɜɪən/
agedréit	/ɑgədʀɜɪt/
andréinen	/ɑndʀɜɪnən/
agedréint	/ɑgədʀɜɪnt/
andreiwen	/ɑndʀɑɪvən/
agedriwwen	/ɑgədʀivən/
androck	/ɑndʀok/
andréck	/ɑndʀek/
androen	/ɑndʀoːən/
agedroen	/ɑgədʀoːən/
anekdot	/ɑnækdoːt/
anekdoten	/ɑnækdoːtən/
anemie	/ɑnemiː/
anenaner	/ɑnənaːnɐ/
anenanerrennen	/ɑnənɑnæʀænən/
anenanergerannt	/ɑnənɑnɐʑəʀɑnt/
aneneen	/ɑnəneːn/
aneneerennen	/ɑnəneːʀænən/
aneneegerannt	/ɑnəneːʑəʀɑnt/
anengen	/ɑnæŋən/
agëengt	/ɑʒəeŋt/
aner	/aːnɐ/
anerem	/aːnəʀəm/
aneren	/aːnəʀən/
anerer	/aːnəʀɐ/
anerersäits	/aːnəʀɐzæːɪts/
aneres	/aːnəʀəs/
anersäits	/aːnɐzæːɪts/
anert	/aːnɐt/
anerwäerts	/aːnɐvɛːɐts/
anescht	/aːnəʃt/
angab	/ɑngaːp/
angaben	/ɑngaːbən/
angebot	/ɑngəboː/
angeboter	/ɑngəbotɐ/
angelduerf	/ɑngæltuːɐf/
angenehm	/ɑngəneːm/
angine	/ɑ̃ːʒin/
anginnen	/ɑ̃ːʒinən/
angola	/ɑngoːlaː/
angolaner	/ɑngoːlaːnɐ/
angolanerin	/ɑngoːlaːnəʀin/
angolanerinnen	/ɑngoːlaːnəʀinən/
angolanesch	/ɑngoːlaːnəʃ/
angscht	/ɑŋʃt/
ängschten	/æŋʃtən/
ängschterlech	/æŋʃtɐləɕ/
ängschtlech	/æŋʃtləɕ/
anhaen	/ɑnhaːən/
agehaen	/ɑgəhaːən/
anhalen	/ɑnhaːlən/
agehalen	/ɑgəhaːlən/
anhang	/ɑnhɑŋ/
anhänken	/ɑnhæŋkən/
agehaangen	/ɑgəhaːŋən/
anhuelen	/ɑnhuələn/
aniichter	/ɑniːɕtɐ/
animateur	/ɑnimatœːʀ/
animateuren	/ɑnimatœːʀən/
animatioun	/ɑnimatsjəʊn/
animatrice	/ɑnimatʀis/
animatricen	/ɑnimatʀisən/
animéieren	/ɑnimɜɪəʀən/
animéiert	/ɑnimɜɪɐt/
animositéit	/ɑnimozitɜɪt/
animositéiten	/ɑnimozitɜɪtən/
anker	/ɑŋkɐ/
ankeren	/ɑŋkəʀən/
anlag	/ɑnlaːχ/
anlagen	/ɑnlaːʁən/
annäipen	/ɑnnæːɪpən/
agenäipt	/ɑgənæːɪpt/
annalen	/ɑnaːlən/
annektéieren	/ɑnæktɜɪəʀən/
annektéiert	/ɑnæktɜɪɐt/
annektéierung	/ɑnæktɜɪəʀuŋ/
annektéierungen	/ɑnæktɜɪəʀuŋən/
änneren	/ænəʀən/
geännert	/gəænɐt/
annerhallef	/ɑnɐhɑləf/
ännerung	/ænəʀuŋ/
ännerungen	/ænəʀuŋən/
annex	/ɑnæks/
annexen	/ɑnæksən/
annexe	/ɑnæksə/
annexéieren	/ɑnæksɜɪəʀən/
annexéiert	/ɑnæksɜɪɐt/
annexioun	/ɑnæksjəʊn/
annexiounen	/ɑnæksjəʊnən/
anniversaire	/ɑnivæʀsɛːʀ/
anniversairen	/ɑnivæʀsɛːʀən/
anno	/ɑnoː/
annonce	/ɑnɑ̃ːs/
annoncen	/ɑnɑ̃ːsən/
annoncéieren	/ɑnɑ̃ːsɜɪəʀən/
annoncéiert	/ɑnɑ̃ːsɜɪɐt/
annotatioun	/ɑntatsjəʊn/
annotatiounen	/ɑntatsjəʊnən/
annulatioun	/ɑnylatsjəʊn/
annulatiounen	/ɑnylatsjəʊnən/
annuléieren	/ɑnylɜɪəʀən/
annuléiert	/ɑnylɜɪɐt/
anomalie	/ɑnomaliː/
anomalien	/ɑnomaliːən/
anonym	/ɑnoni/
anonymitéit	/ɑnoniitɜɪt/
anootmen	/ɑnoːtmən/
ageotemt	/ɑgeoːtəmt/
anorak	/ɑnoʀɑk/
anoraken	/ɑnoʀɑkən/
anormal	/ɑnɔʀmaːl/
anrufbeantworter	/ɑnʀufbəɑntvɔʀtɐ/
anschaulech	/ɑnʃæːʊləɕ/
anscheinend	/ɑnʃɑɪnənt/
anschluss	/ɑnʃlus/
anstalt	/ɑnstɑlt/
anstalten	/ɑnstɑltən/
anstand	/ɑnʃtɑnt/
anstänneg	/ɑnʃtænəɕ/
antenn	/ɑntæn/
antennen	/ɑ̃ːntænən/
antenne	/ɑ̃ːntæn/
antennebësch	/ɑ̃ːntænəbəʃ/
antennebëscher	/ɑ̃ːntænəbəʃɐ/
antennëbësch	/ɑ̃ːntænəbəʃ/
antennëbëscher	/ɑ̃ːntænəbəʃɐ/
antennekabel	/ɑ̃ːntænekaːbəl/
antennekabelen	/ɑ̃ːntænekaːbələn/
antennëkabel	/ɑ̃ːntænəkaːbəl/
antennëkabelen	/ɑ̃ːntænəkaːbələn/
antibiotique	/ɑntibjotik/
antibiotiquen	/ɑntibjotikən/
antigel	/ɑ̃ːtiʒæl/
antiguaner	/ɑntigwaːnɐ/
antiguanerin	/ɑntigwaːnəʀin/
antiguanerinnen	/ɑntigwaːnəʀinən/
antiguanesch	/ɑntigwaːnəʃ/
antik	/ɑntik/
antipathie	/ɑntipaːtiː/
antipathien	/ɑntipaːtjən/
antippen	/ɑntipən/
agetippt	/ɑgetipt/
antiquaire	/ɑ̃ːtikɛːʀ/
antiquairen	/ɑ̃ːtikɛːʀən/
antiquairin	/ɑ̃ːtikɛːʀin/
antiquairinnen	/ɑ̃ːtikɛːʀinən/
antiquaresch	/ɑ̃ːntikwaːʀəʃ/
antiquitéit	/ɑ̃ːntikitɜɪt/
antiquitéiten	/ɑ̃ːntikitɜɪtən/
antisemit	/ɑntizemit/
antisemitten	/ɑntizemitən/
antisemitesch	/ɑntizemitəʃ/
antisemitin	/ɑntizemitin/
antisemitinnen	/ɑntizemitinən/
antisemitismus	/ɑntizemitismus/
antivol	/ɑ̃ːntivol/
antivollen	/ɑ̃ːntivolən/
antompen	/ɑntompən/
agetompt	/ɑgetompt/
antoniushaff	/ɑntoːnjushɑf/
antreffen	/ɑntʀæfən/
agetraff	/ɑgetʀɑf/
antrëppelen	/ɑntʀəpələn/
agetrëppelt	/ɑgetʀəpəlt/
antrieden	/ɑntʀiədən/
agetrueden	/ɑgetʀuədən/
antriichteren	/ɑntʀiːɕtəʀən/
agetriichtert	/ɑgetʀiːɕtɐt/
antroteren	/ɑntʀoːtəʀən/
agetrotert	/ɑgetʀoːtɐt/
äntweren	/æntvəʀən/
geäntwert	/gəæntvɐt/
äntwert	/æntvɐt/
äntwerten	/æntvɐtən/
anung	/ɑnuŋ/
anzeechnen	/ɑntseːɕnən/
agezeechent	/ɑgətseːɕənt/
anzéien	/ɑntsɜɪən/
agezunn	/ɑgetsun/
anzementéieren	/ɑntsəmæntɜɪəʀən/
anzementéiert	/ɑntsəmæntɜɪɐt/
anzwousch	/ɑntswəʊʃ/
anzwuersch	/ɑntswuːɐʃ/
apaart	/ɑpaːʀt/
apaarti	/ɑpaːʀtiː/
apaken	/ɑpaːkən/
agepaakt	/ɑgəpɑɑkt/
aparken	/ɑpɑʀkən/
ageparkt	/ɑgəpɑʀkt/
apassen	/ɑpɑsən/
agepasst	/ɑgəpɑst/
apathesch	/ɑpaːtəʃ/
apdikt	/ɑpdikt/
apdikten	/ɑpdiktən/
apdikter	/ɑpdiktɐ/
apdiktesch	/ɑpdiktəʃ/
apdikteschen	/ɑpdiktəʃən/
apechen	/ɑpæɕən/
agepecht	/ɑgəpæɕt/
apel	/aːpəl/
äppel	/æpəl/
apelbatz	/aːpəlbɑts/
apelbätz	/aːpəlbæts/
apendelen	/ɑpəndələn/
agependelt	/ɑgəpændəlt/
apennen	/ɑpænən/
agepennt	/ɑgəpænt/
aperhoer	/aːpɐhoːɐ/
aperitif	/ɑpeʀitif/
aperitiffer	/ɑpeʀitifɐ/
aplangen	/ɑplɑŋən/
ageplangt	/ɑgəplɑŋt/
aplaz	/ɑplaːts/
aplënneren	/ɑplənəʀən/
ageplënnert	/ɑgəplənɐt/
apostel	/ɑpostəl/
apostelgeschicht	/ɑpostəlgəʃiɕt/
apostolesch	/ɑpostoːləʃ/
apostoulesch	/ɑpostəʊləʃ/
apostroph	/ɑpostʀof/
apostrophen	/ɑpostʀofən/
apparat	/ɑpɑʀaːt/
apparaten	/ɑpɑʀaːtən/
appartement	/ɑpɑʀtəmænt/
appartementer	/ɑpɑʀtəmæntɐ/
appartementshaus	/ɑpɑʀtəmæntshæːʊs/
appartementshaiser	/ɑpɑʀtəmæntshɑɪzɐ/
äppelbam	/æpəlbaːm/
äppelbeem	/æpəlbeːm/
äppelbeemchen	/æpəlbeːmɕən/
äppelbeemercher	/æpəlbeːmɐɕɐ/
äppelchen	/æpəlɕən/
äppelcher	/æpəlɕɐ/
äppeldrëpp	/æpəldʀəp/
äppeldrëppen	/æpəldʀəpən/
äppeljus	/æpəlʒyː/
äppeljusen	/æpəlʒyːən/
äppelkompott	/æpəlkompot/
äppelkompotten	/æpəlkompotən/
appell	/ɑpæl/
appellen	/ɑpælən/
appelléieren	/ɑpælɜɪəʀən/
appelléiert	/ɑpælɜɪɐt/
äppelmous	/æpəlməʊs/
äppeltaart	/æpəltaːʀt/
äppeltaarten	/æpəltaːʀtən/
äppeltäertchen	/æpəltɛːɐtɕən/
äppeltäertercher	/æpəltɛːɐtɐɕɐ/
äppeltäsch	/æpəltæʃ/
äppeltäschen	/æpəltæʃən/
äppelter	/æpəltɐ/
appetit	/ɑpətit/
appetitlech	/ɑpətitləɕ/
